index;academic year;school year;number of students;number of classes;school
4983;2023/2024;5;12;1;359
4984;2025/2026;1;14;1;361
4985;2025/2026;2;14;1;361
4986;2025/2026;3;11;2;361
4987;2025/2026;4;2;1;361
4988;2025/2026;5;18;1;361
4989;2024/2025;1;15;1;361
4990;2024/2025;2;10;1;361
4991;2024/2025;3;2;1;361
4992;2024/2025;4;17;1;361
4993;2024/2025;5;8;1;361
4994;2023/2024;1;11;1;361
4995;2023/2024;2;2;1;361
4996;2023/2024;3;18;1;361
4997;2023/2024;4;8;1;361
4998;2023/2024;5;11;1;361
4999;2025/2026;1;19;1;360
5000;2025/2026;2;10;1;360
5001;2025/2026;3;23;1;360
5002;2025/2026;4;18;1;360
5003;2025/2026;5;15;1;360
5004;2024/2025;1;8;1;360
5005;2024/2025;2;23;1;360
5006;2024/2025;3;19;1;360
5007;2024/2025;4;14;1;360
5008;2024/2025;5;12;1;360
5009;2023/2024;1;24;1;360
5010;2023/2024;2;19;1;360
5011;2023/2024;3;12;1;360
5012;2023/2024;4;11;1;360
5013;2023/2024;5;15;1;360
5014;2025/2026;1;43;2;362
5015;2025/2026;2;59;3;362
5016;2025/2026;3;67;3;362
5017;2024/2025;1;55;3;362
5018;2024/2025;2;69;3;362
5019;2024/2025;3;60;3;362
5020;2023/2024;1;67;3;362
5021;2023/2024;2;61;3;362
5022;2023/2024;3;64;3;362
5023;2025/2026;1;22;1;328
5024;2025/2026;2;17;1;328
5025;2025/2026;3;7;1;328
5026;2025/2026;4;18;1;328
5027;2025/2026;5;15;1;328
5028;2024/2025;1;16;1;328
5029;2024/2025;2;7;1;328
5030;2024/2025;3;17;1;328
5031;2024/2025;4;15;1;328
5032;2024/2025;5;18;1;328
5033;2023/2024;1;9;1;328
5034;2023/2024;2;16;1;328
5035;2023/2024;3;14;1;328
5036;2023/2024;4;20;1;328
5037;2023/2024;5;22;2;328
5038;2025/2026;1;12;1;363
5039;2025/2026;2;9;1;363
5040;2025/2026;3;15;1;363
5041;2024/2025;1;9;1;363
5042;2024/2025;2;15;1;363
5043;2024/2025;3;14;1;363
5044;2023/2024;1;16;1;363
5045;2023/2024;2;12;1;363
5046;2023/2024;3;10;1;363
5047;2025/2026;1;13;1;329
5048;2025/2026;2;19;1;329
5049;2025/2026;3;15;1;329
5050;2025/2026;4;14;1;329
5051;2025/2026;5;16;1;329
5052;2024/2025;1;18;1;329
5053;2024/2025;2;15;1;329
5054;2024/2025;3;14;1;329
5055;2024/2025;4;17;1;329
5056;2024/2025;5;18;1;329
5057;2023/2024;1;15;1;329
5058;2023/2024;2;14;1;329
5059;2023/2024;3;16;1;329
5060;2023/2024;4;17;1;329
5061;2023/2024;5;26;2;329
5062;2025/2026;1;56;3;326
5063;2025/2026;2;53;3;326
5064;2025/2026;3;75;4;326
5065;2025/2026;4;63;3;326
5066;2025/2026;5;76;4;326
5067;2024/2025;1;56;3;326
5068;2024/2025;2;78;4;326
5069;2024/2025;3;65;3;326
5070;2024/2025;4;76;4;326
5071;2024/2025;5;60;3;326
5072;2023/2024;1;84;4;326
5073;2023/2024;2;65;3;326
5074;2023/2024;3;78;4;326
5075;2023/2024;4;63;3;326
5076;2023/2024;5;59;3;326
5077;2025/2026;0;91;0;619
5078;2024/2025;0;105;0;619
5079;2023/2024;0;104;0;619
5080;2025/2026;1;107;5;330
5081;2025/2026;2;136;7;330
5082;2025/2026;3;124;6;330
5083;2024/2025;1;140;7;330
5084;2024/2025;2;126;6;330
5085;2024/2025;3;116;5;330
5086;2023/2024;1;131;6;330
5087;2023/2024;2;117;5;330
5088;2023/2024;3;164;7;330
5089;2025/2026;0;74;0;584
5090;2024/2025;0;85;0;584
5091;2023/2024;0;74;0;584
5092;2025/2026;1;19;1;327
5093;2025/2026;2;14;1;327
5094;2025/2026;3;13;1;327
5095;2025/2026;4;28;2;327
5096;2025/2026;5;17;1;327
5097;2024/2025;1;15;1;327
5098;2024/2025;2;14;1;327
5099;2024/2025;3;29;2;327
5100;2024/2025;4;17;1;327
5101;2024/2025;5;28;2;327
5102;2023/2024;1;14;1;327
5103;2023/2024;2;28;2;327
5104;2023/2024;3;17;1;327
5105;2023/2024;4;28;2;327
5106;2023/2024;5;19;1;327
5107;2025/2026;1;41;2;11
5108;2025/2026;2;70;4;11
5109;2025/2026;3;48;3;11
5110;2025/2026;4;20;2;11
5111;2024/2025;1;66;3;11
5112;2024/2025;2;55;3;11
5113;2024/2025;3;41;3;11
5114;2024/2025;4;28;2;11
5115;2023/2024;1;59;3;11
5116;2023/2024;2;48;3;11
5117;2023/2024;3;50;3;11
5118;2023/2024;4;15;1;11
5119;2025/2026;1;15;1;196
5120;2025/2026;2;10;1;196
5121;2025/2026;3;13;1;196
5122;2025/2026;4;13;1;196
5123;2025/2026;5;21;1;196
5124;2024/2025;1;10;1;196
5125;2024/2025;2;15;1;196
5126;2024/2025;3;14;1;196
5127;2024/2025;4;22;1;196
5128;2024/2025;5;12;1;196
5129;2023/2024;1;15;1;196
5130;2023/2024;2;15;1;196
5131;2023/2024;3;22;1;196
5132;2023/2024;4;12;1;196
5133;2023/2024;5;22;1;196
5134;2025/2026;1;10;1;15
5135;2025/2026;2;14;2;15
5136;2025/2026;3;12;2;15
5137;2025/2026;4;7;4;15
5138;2024/2025;1;16;1;15
5139;2024/2025;2;12;2;15
5140;2024/2025;3;13;2;15
5141;2024/2025;4;7;2;15
5142;2023/2024;1;8;1;15
5143;2023/2024;2;15;2;15
5144;2023/2024;3;14;2;15
5145;2023/2024;4;5;2;15
5146;2025/2026;1;23;1;197
5147;2025/2026;2;29;2;197
5148;2025/2026;3;20;1;197
5149;2025/2026;4;21;1;197
5150;2025/2026;5;22;1;197
5151;2024/2025;1;27;2;197
5152;2024/2025;2;20;1;197
5153;2024/2025;3;21;1;197
5154;2024/2025;4;21;1;197
5155;2024/2025;5;27;2;197
5156;2023/2024;1;21;1;197
5157;2023/2024;2;19;1;197
5158;2023/2024;3;22;1;197
5159;2023/2024;4;28;2;197
5160;2023/2024;5;32;2;197
5161;2025/2026;1;10;1;14
5162;2025/2026;4;5;1;14
5163;2024/2025;3;9;1;14
5164;2024/2025;4;4;1;14
5165;2023/2024;2;12;1;14
5166;2023/2024;3;8;1;14
5167;2023/2024;4;4;1;14
5168;2025/2026;1;7;1;200
5169;2025/2026;2;10;1;200
5170;2025/2026;3;14;1;200
5171;2025/2026;4;10;2;200
5172;2025/2026;5;11;1;200
5173;2024/2025;1;9;1;200
5174;2024/2025;2;13;1;200
5175;2024/2025;3;9;1;200
5176;2024/2025;4;13;1;200
5177;2024/2025;5;11;1;200
5178;2023/2024;1;14;1;200
5179;2023/2024;2;8;1;200
5180;2023/2024;3;13;1;200
5181;2023/2024;4;13;1;200
5182;2023/2024;5;8;1;200
5183;2025/2026;1;13;1;195
5184;2025/2026;2;16;1;195
5185;2025/2026;3;16;1;195
5186;2025/2026;4;12;1;195
5187;2025/2026;5;10;1;195
5188;2024/2025;1;16;1;195
5189;2024/2025;2;15;1;195
5190;2024/2025;3;12;1;195
5191;2024/2025;4;10;1;195
5192;2024/2025;5;15;1;195
5193;2023/2024;1;15;1;195
5194;2023/2024;2;12;1;195
5195;2023/2024;3;10;1;195
5196;2023/2024;4;15;1;195
5197;2023/2024;5;13;1;195
5198;2025/2026;1;8;1;198
5199;2025/2026;2;8;1;198
5200;2025/2026;3;6;1;198
5201;2025/2026;4;10;1;198
5202;2025/2026;5;3;1;198
5203;2024/2025;1;8;1;198
5204;2024/2025;2;8;1;198
5205;2024/2025;3;10;1;198
5206;2024/2025;4;4;1;198
5207;2024/2025;5;13;1;198
5208;2023/2024;1;8;1;198
5209;2023/2024;2;11;1;198
5210;2023/2024;3;5;1;198
5211;2023/2024;4;14;1;198
5212;2023/2024;5;6;1;198
5213;2025/2026;1;33;2;201
5214;2025/2026;2;48;3;201
5215;2025/2026;3;33;2;201
5216;2024/2025;1;52;3;201
5217;2024/2025;2;34;2;201
5218;2024/2025;3;35;2;201
5219;2023/2024;1;34;2;201
5220;2023/2024;2;35;2;201
5221;2023/2024;3;35;2;201
5222;2025/2026;0;46;0;668
5223;2024/2025;0;41;0;668
5224;2023/2024;0;41;0;668
5225;2025/2026;1;54;3;202
5226;2025/2026;2;46;3;202
5227;2025/2026;3;64;3;202
5228;2024/2025;1;48;3;202
5229;2024/2025;2;63;3;202
5230;2024/2025;3;54;3;202
5231;2023/2024;1;62;3;202
5232;2023/2024;2;55;3;202
5233;2023/2024;3;68;3;202
5234;2025/2026;1;13;1;199
5235;2025/2026;2;12;1;199
5236;2025/2026;3;12;1;199
5237;2025/2026;4;15;1;199
5238;2025/2026;5;10;1;199
5239;2024/2025;1;11;1;199
5240;2024/2025;2;12;1;199
5241;2024/2025;3;15;1;199
5242;2024/2025;4;10;1;199
5243;2024/2025;5;9;1;199
5244;2023/2024;1;12;1;199
5245;2023/2024;2;15;1;199
5246;2023/2024;3;9;1;199
5247;2023/2024;4;9;1;199
5248;2023/2024;5;21;1;199
5249;2025/2026;0;290;0;652
5250;2024/2025;0;310;0;652
5251;2023/2024;0;332;0;652
5252;2025/2026;5;14;1;38
5253;2025/2026;1;31;2;39
5254;2025/2026;2;42;2;39
5255;2025/2026;3;32;2;39
5256;2025/2026;4;30;2;39
5257;2024/2025;1;42;2;39
5258;2024/2025;2;42;2;39
5259;2024/2025;3;35;2;39
5260;2024/2025;4;27;2;39
5261;2023/2024;1;29;2;39
5262;2023/2024;2;29;2;39
5263;2023/2024;3;30;2;39
5264;2023/2024;4;21;2;39
5265;2025/2026;5;22;1;36
5266;2024/2025;5;19;1;36
5267;2025/2026;0;55;0;691
5268;2024/2025;0;64;0;691
5269;2023/2024;0;69;0;691
5270;2025/2026;1;25;1;37
5271;2025/2026;2;50;3;37
5272;2025/2026;3;34;2;37
5273;2025/2026;4;27;2;37
5274;2024/2025;1;45;2;37
5275;2024/2025;2;32;2;37
5276;2024/2025;3;44;2;37
5277;2024/2025;4;23;2;37
5278;2023/2024;1;26;1;37
5279;2023/2024;2;29;2;37
5280;2023/2024;3;40;2;37
5281;2023/2024;4;21;2;37
5282;2025/2026;1;50;3;523
5283;2025/2026;2;47;2;523
5284;2025/2026;3;53;4;523
5285;2025/2026;4;41;3;523
5286;2025/2026;5;54;4;523
5287;2024/2025;1;50;2;523
5288;2024/2025;2;54;3;523
5289;2024/2025;3;45;3;523
5290;2024/2025;4;58;4;523
5291;2024/2025;5;40;4;523
5292;2023/2024;1;67;3;523
5293;2023/2024;2;43;2;523
5294;2023/2024;3;63;4;523
5295;2023/2024;4;41;4;523
5296;2023/2024;5;45;3;523
5297;2025/2026;1;154;11;522
5298;2025/2026;3;4;1;522
5299;2025/2026;1;91;10;522
5300;2025/2026;3;4;1;522
5301;2024/2025;1;66;11;522
5302;2024/2025;3;22;1;522
5303;2024/2025;1;138;10;522
5304;2024/2025;3;22;1;522
5305;2023/2024;1;160;10;522
5306;2023/2024;3;4;2;522
5307;2023/2024;1;146;9;522
5308;2023/2024;3;18;2;522
5309;2025/2026;3;6;3;526
5310;2025/2026;3;2;1;526
5311;2025/2026;4;4;2;526
5312;2025/2026;5;3;1;526
5313;2024/2025;3;15;3;526
5314;2024/2025;3;5;2;526
5315;2024/2025;4;3;2;526
5316;2024/2025;5;3;1;526
5317;2023/2024;3;18;3;526
5318;2023/2024;3;6;1;526
5319;2023/2024;4;6;1;526
5320;2023/2024;5;4;1;526
5321;2025/2026;3;18;3;524
5322;2025/2026;3;6;1;524
5323;2025/2026;4;4;2;524
5324;2025/2026;5;12;2;524
5325;2024/2025;3;12;3;524
5326;2024/2025;3;4;1;524
5327;2024/2025;4;12;2;524
5328;2024/2025;5;9;1;524
5329;2023/2024;3;42;3;524
5330;2023/2024;3;14;2;524
5331;2023/2024;4;5;1;524
5332;2023/2024;5;9;1;524
5333;2025/2026;1;23;2;253
5334;2025/2026;2;18;1;253
5335;2025/2026;3;19;1;253
5336;2025/2026;4;31;2;253
5337;2025/2026;5;23;1;253
5338;2024/2025;1;21;1;253
5339;2024/2025;2;20;1;253
5340;2024/2025;3;31;2;253
5341;2024/2025;4;22;1;253
5342;2024/2025;5;30;2;253
5343;2023/2024;1;19;1;253
5344;2023/2024;2;32;2;253
5345;2023/2024;3;22;1;253
5346;2023/2024;4;29;2;253
5347;2023/2024;5;40;2;253
5348;2025/2026;1;87;4;525
5349;2025/2026;2;83;4;525
5350;2025/2026;3;79;4;525
5351;2025/2026;4;77;4;525
5352;2025/2026;5;74;4;525
5353;2024/2025;1;100;4;525
5354;2024/2025;2;81;5;525
5355;2024/2025;3;82;4;525
5356;2024/2025;4;80;4;525
5357;2024/2025;5;86;5;525
5358;2023/2024;1;105;5;525
5359;2023/2024;2;84;4;525
5360;2023/2024;3;80;4;525
5361;2023/2024;4;93;5;525
5362;2023/2024;5;96;6;525
5363;2025/2026;1;13;1;252
5364;2025/2026;2;20;1;252
5365;2025/2026;3;19;1;252
5366;2025/2026;4;19;1;252
5367;2025/2026;5;14;1;252
5368;2024/2025;1;21;1;252
5369;2024/2025;2;19;1;252
5370;2024/2025;3;19;1;252
5371;2024/2025;4;14;1;252
5372;2024/2025;5;17;2;252
5373;2023/2024;1;19;1;252
5374;2023/2024;2;20;1;252
5375;2023/2024;3;13;1;252
5376;2023/2024;4;17;2;252
5377;2023/2024;5;25;1;252
5378;2025/2026;1;25;2;254
5379;2025/2026;2;19;1;254
5380;2025/2026;3;13;1;254
5381;2025/2026;4;21;1;254
5382;2025/2026;5;30;2;254
5383;2024/2025;1;19;1;254
5384;2024/2025;2;13;1;254
5385;2024/2025;3;21;1;254
5386;2024/2025;4;29;2;254
5387;2024/2025;5;16;1;254
5388;2023/2024;1;13;1;254
5389;2023/2024;2;20;1;254
5390;2023/2024;3;29;2;254
5391;2023/2024;4;16;1;254
5392;2023/2024;5;21;1;254
5393;2025/2026;1;48;3;256
5394;2025/2026;2;63;3;256
5395;2025/2026;3;49;2;256
5396;2024/2025;1;63;3;256
5397;2024/2025;2;50;2;256
5398;2024/2025;3;67;3;256
5399;2023/2024;1;50;2;256
5400;2023/2024;2;64;3;256
5401;2023/2024;3;62;3;256
5402;2025/2026;1;32;2;257
5403;2025/2026;2;44;2;257
5404;2025/2026;3;49;2;257
5405;2024/2025;1;44;2;257
5406;2024/2025;2;47;2;257
5407;2024/2025;3;51;2;257
5408;2023/2024;1;45;2;257
5409;2023/2024;2;49;2;257
5410;2023/2024;3;38;2;257
5411;2025/2026;0;64;0;711
5412;2024/2025;0;86;0;711
5413;2023/2024;0;84;0;711
5414;2025/2026;0;46;0;635
5415;2024/2025;0;44;0;635
5416;2023/2024;0;43;0;635
5417;2025/2026;1;30;2;728
5418;2025/2026;2;38;2;728
5419;2025/2026;3;34;2;728
5420;2025/2026;4;35;2;728
5421;2025/2026;5;29;2;728
5422;2024/2025;1;50;2;728
5423;2024/2025;2;38;2;728
5424;2024/2025;3;34;2;728
5425;2024/2025;4;30;2;728
5426;2024/2025;5;31;2;728
5427;2023/2024;1;44;2;728
5428;2023/2024;2;40;3;728
5429;2023/2024;3;31;2;728
5430;2023/2024;4;31;2;728
5431;2023/2024;5;36;2;728
5432;2025/2026;1;12;1;255
5433;2025/2026;2;17;1;255
5434;2025/2026;3;21;1;255
5435;2025/2026;4;18;1;255
5436;2025/2026;5;12;1;255
5437;2024/2025;1;17;1;255
5438;2024/2025;2;21;1;255
5439;2024/2025;3;18;1;255
5440;2024/2025;4;11;1;255
5441;2024/2025;5;17;1;255
5442;2023/2024;1;20;1;255
5443;2023/2024;2;18;1;255
5444;2023/2024;3;11;1;255
5445;2023/2024;4;17;1;255
5446;2023/2024;5;21;1;255
5447;2025/2026;0;74;0;712
5448;2024/2025;0;69;0;712
5449;2023/2024;0;56;0;712
5450;2025/2026;1;16;1;730
5451;2025/2026;2;18;1;730
5452;2025/2026;3;18;1;730
5453;2025/2026;4;18;1;730
5454;2025/2026;5;24;2;730
5455;2024/2025;1;21;1;730
5456;2024/2025;2;17;1;730
5457;2024/2025;3;18;1;730
5458;2024/2025;4;26;2;730
5459;2024/2025;5;18;1;730
5460;2023/2024;1;19;1;730
5461;2023/2024;2;21;1;730
5462;2023/2024;3;27;2;730
5463;2023/2024;4;19;1;730
5464;2023/2024;5;30;2;730
5465;2025/2026;1;20;1;729
5466;2025/2026;2;25;2;729
5467;2025/2026;3;18;1;729
5468;2025/2026;4;28;2;729
5469;2025/2026;5;30;2;729
5470;2024/2025;1;28;2;729
5471;2024/2025;2;18;1;729
5472;2024/2025;3;30;2;729
5473;2024/2025;4;31;2;729
5474;2024/2025;5;33;2;729
5475;2023/2024;1;24;1;729
5476;2023/2024;2;32;2;729
5477;2023/2024;3;33;2;729
5478;2023/2024;4;31;2;729
5479;2023/2024;5;31;2;729
5480;2025/2026;1;19;1;733
5481;2025/2026;2;21;1;733
5482;2025/2026;3;24;2;733
5483;2025/2026;4;25;2;733
5484;2025/2026;5;24;2;733
5485;2024/2025;1;21;1;733
5486;2024/2025;2;25;2;733
5487;2024/2025;3;26;2;733
5488;2024/2025;4;26;2;733
5489;2024/2025;5;30;2;733
5490;2023/2024;1;27;2;733
5491;2023/2024;2;26;2;733
5492;2023/2024;3;25;2;733
5493;2023/2024;4;31;2;733
5494;2023/2024;5;25;2;733
5495;2025/2026;1;7;1;731
5496;2025/2026;2;9;1;731
5497;2025/2026;3;7;1;731
5498;2025/2026;4;5;1;731
5499;2025/2026;5;8;1;731
5500;2024/2025;1;8;1;731
5501;2024/2025;2;7;1;731
5502;2024/2025;3;5;1;731
5503;2024/2025;4;7;1;731
5504;2024/2025;5;6;1;731
5505;2023/2024;1;8;1;731
5506;2023/2024;2;5;1;731
5507;2023/2024;3;6;1;731
5508;2023/2024;4;6;1;731
5509;2023/2024;5;9;1;731
5510;2025/2026;1;23;1;734
5511;2025/2026;2;17;1;734
5512;2025/2026;3;26;1;734
5513;2025/2026;4;23;1;734
5514;2025/2026;5;19;1;734
5515;2024/2025;1;17;1;734
5516;2024/2025;2;25;1;734
5517;2024/2025;3;23;1;734
5518;2024/2025;4;21;1;734
5519;2024/2025;5;30;2;734
5520;2023/2024;1;24;1;734
5521;2023/2024;2;23;1;734
5522;2023/2024;3;21;1;734
5523;2023/2024;4;30;2;734
5524;2023/2024;5;26;2;734
5525;2025/2026;1;28;2;736
5526;2025/2026;2;26;2;736
5527;2025/2026;3;28;2;736
5528;2024/2025;1;25;2;736
5529;2024/2025;2;28;2;736
5530;2024/2025;3;23;2;736
5531;2023/2024;1;27;2;736
5532;2023/2024;2;23;2;736
5533;2023/2024;3;30;2;736
5534;2025/2026;1;23;1;732
5535;2025/2026;2;21;1;732
5536;2025/2026;3;27;2;732
5537;2025/2026;4;30;2;732
5538;2025/2026;5;30;2;732
5539;2024/2025;1;23;1;732
5540;2024/2025;2;28;2;732
5541;2024/2025;3;30;2;732
5542;2024/2025;4;31;2;732
5543;2024/2025;5;26;1;732
5544;2023/2024;1;28;2;732
5545;2023/2024;2;29;2;732
5546;2023/2024;3;28;2;732
5547;2023/2024;4;26;1;732
5548;2023/2024;5;25;2;732
5549;2025/2026;1;33;2;737
5550;2025/2026;2;34;2;737
5551;2025/2026;3;47;2;737
5552;2024/2025;1;34;2;737
5553;2024/2025;2;47;2;737
5554;2024/2025;3;40;2;737
5555;2023/2024;1;49;2;737
5556;2023/2024;2;40;2;737
5557;2023/2024;3;58;3;737
5558;2025/2026;1;30;2;735
5559;2025/2026;2;24;1;735
5560;2025/2026;3;30;2;735
5561;2024/2025;1;25;1;735
5562;2024/2025;2;30;2;735
5563;2024/2025;3;29;2;735
5564;2023/2024;1;31;2;735
5565;2023/2024;2;29;2;735
5566;2023/2024;3;28;2;735
5567;2025/2026;0;42;0;590
5568;2024/2025;0;39;0;590
5569;2023/2024;0;44;0;590
5570;2025/2026;0;70;0;714
5571;2024/2025;0;61;0;714
5572;2023/2024;0;77;0;714
5573;2025/2026;0;28;0;106
5574;2024/2025;0;34;0;106
5575;2023/2024;0;37;0;106
5576;2025/2026;0;15;0;105
5577;2024/2025;0;16;0;105
5578;2023/2024;0;20;0;105
5579;2025/2026;1;14;1;35
5580;2025/2026;2;20;1;35
5581;2025/2026;3;20;1;35
5582;2025/2026;4;15;1;35
5583;2024/2025;1;21;1;35
5584;2024/2025;2;20;1;35
5585;2024/2025;3;15;1;35
5586;2023/2024;1;18;1;35
5587;2023/2024;2;16;1;35
5588;2025/2026;0;117;0;110
5589;2024/2025;0;127;0;110
5590;2023/2024;0;139;0;110
5591;2025/2026;0;21;0;109
5592;2024/2025;0;20;0;109
5593;2023/2024;0;23;0;109
5594;2025/2026;0;48;0;108
5595;2024/2025;0;53;0;108
5596;2023/2024;0;54;0;108
5597;2025/2026;0;92;0;112
5598;2024/2025;0;96;0;112
5599;2023/2024;0;99;0;112
5600;2025/2026;0;50;0;107
5601;2024/2025;0;50;0;107
5602;2023/2024;0;43;0;107
5603;2025/2026;0;45;0;111
5604;2024/2025;0;52;0;111
5605;2023/2024;0;63;0;111
5606;2025/2026;0;35;0;646
5607;2024/2025;0;34;0;646
5608;2023/2024;0;39;0;646
5609;2025/2026;0;47;0;695
5610;2024/2025;0;50;0;695
5611;2023/2024;0;51;0;695
5612;2025/2026;1;17;1;557
5613;2025/2026;2;13;1;557
5614;2025/2026;3;21;1;557
5615;2025/2026;4;16;1;557
5616;2025/2026;5;11;1;557
5617;2024/2025;1;15;1;557
5618;2024/2025;2;21;1;557
5619;2024/2025;3;16;1;557
5620;2024/2025;4;11;1;557
5621;2024/2025;5;13;1;557
5622;2023/2024;1;25;1;557
5623;2023/2024;2;17;1;557
5624;2023/2024;3;10;1;557
5625;2023/2024;4;12;1;557
5626;2023/2024;5;15;1;557
5627;2025/2026;1;14;1;560
5628;2025/2026;2;15;1;560
5629;2025/2026;3;16;1;560
5630;2025/2026;4;11;1;560
5631;2025/2026;5;9;1;560
5632;2024/2025;1;16;1;560
5633;2024/2025;2;14;1;560
5634;2024/2025;3;11;1;560
5635;2024/2025;4;9;1;560
5636;2024/2025;5;14;1;560
5637;2023/2024;1;32;1;560
5638;2023/2024;2;34;1;560
5639;2023/2024;3;19;1;560
5640;2023/2024;4;14;1;560
5641;2023/2024;5;16;1;560
5642;2025/2026;1;39;2;563
5643;2025/2026;2;34;2;563
5644;2025/2026;3;25;2;563
5645;2025/2026;4;22;2;563
5646;2025/2026;5;30;2;563
5647;2024/2025;1;39;2;563
5648;2024/2025;2;26;2;563
5649;2024/2025;3;27;2;563
5650;2024/2025;4;27;2;563
5651;2024/2025;5;31;2;563
5652;2023/2024;1;29;2;563
5653;2023/2024;2;32;2;563
5654;2023/2024;3;30;2;563
5655;2023/2024;4;35;2;563
5656;2023/2024;5;31;2;563
5657;2025/2026;1;44;2;562
5658;2025/2026;2;40;2;562
5659;2025/2026;3;38;3;562
5660;2025/2026;4;34;3;562
5661;2025/2026;5;36;3;562
5662;2024/2025;1;46;2;562
5663;2024/2025;2;38;3;562
5664;2024/2025;3;37;3;562
5665;2024/2025;4;41;3;562
5666;2024/2025;5;49;3;562
5667;2023/2024;1;46;3;562
5668;2023/2024;2;37;3;562
5669;2023/2024;3;42;3;562
5670;2023/2024;4;52;3;562
5671;2023/2024;5;30;2;562
5672;2025/2026;1;33;2;561
5673;2025/2026;2;32;2;561
5674;2025/2026;3;45;2;561
5675;2025/2026;4;34;2;561
5676;2025/2026;5;29;2;561
5677;2024/2025;1;37;2;561
5678;2024/2025;2;51;2;561
5679;2024/2025;3;37;2;561
5680;2024/2025;4;29;2;561
5681;2024/2025;5;31;2;561
5682;2023/2024;1;47;2;561
5683;2023/2024;2;36;2;561
5684;2023/2024;3;32;2;561
5685;2023/2024;4;31;2;561
5686;2023/2024;5;28;2;561
5687;2025/2026;0;42;0;610
5688;2024/2025;0;50;0;610
5689;2023/2024;0;50;0;610
5690;2025/2026;1;41;2;559
5691;2025/2026;2;31;2;559
5692;2025/2026;3;38;2;559
5693;2025/2026;4;26;1;559
5694;2025/2026;5;44;2;559
5695;2024/2025;1;35;2;559
5696;2024/2025;2;38;2;559
5697;2024/2025;3;24;1;559
5698;2024/2025;4;42;2;559
5699;2024/2025;5;28;2;559
5700;2023/2024;1;46;2;559
5701;2023/2024;2;22;1;559
5702;2023/2024;3;41;2;559
5703;2023/2024;4;28;2;559
5704;2023/2024;5;26;2;559
5705;2025/2026;1;89;4;392
5706;2025/2026;2;76;4;392
5707;2025/2026;3;87;4;392
5708;2024/2025;1;75;4;392
5709;2024/2025;2;93;4;392
5710;2024/2025;3;92;4;392
5711;2023/2024;1;96;4;392
5712;2023/2024;2;88;4;392
5713;2023/2024;3;92;4;392
5714;2025/2026;1;53;3;389
5715;2025/2026;2;58;3;389
5716;2025/2026;3;47;2;389
5717;2025/2026;4;69;3;389
5718;2025/2026;5;50;3;389
5719;2024/2025;1;58;3;389
5720;2024/2025;2;47;2;389
5721;2024/2025;3;67;3;389
5722;2024/2025;4;52;3;389
5723;2024/2025;5;59;3;389
5724;2023/2024;1;48;2;389
5725;2023/2024;2;64;3;389
5726;2023/2024;3;51;3;389
5727;2023/2024;4;58;3;389
5728;2023/2024;5;52;3;389
5729;2025/2026;1;32;2;390
5730;2025/2026;2;33;2;390
5731;2025/2026;3;35;2;390
5732;2025/2026;4;40;2;390
5733;2025/2026;5;22;1;390
5734;2024/2025;1;36;2;390
5735;2024/2025;2;34;2;390
5736;2024/2025;3;37;2;390
5737;2024/2025;4;21;1;390
5738;2024/2025;5;38;2;390
5739;2023/2024;1;32;2;390
5740;2023/2024;2;38;2;390
5741;2023/2024;3;21;1;390
5742;2023/2024;4;40;2;390
5743;2023/2024;5;27;2;390
5744;2025/2026;0;44;0;653
5745;2024/2025;0;40;0;653
5746;2023/2024;0;43;0;653
5747;2025/2026;1;18;1;210
5748;2025/2026;2;11;1;210
5749;2025/2026;3;16;1;210
5750;2025/2026;4;21;1;210
5751;2025/2026;5;10;1;210
5752;2024/2025;1;11;1;210
5753;2024/2025;2;15;1;210
5754;2024/2025;3;21;1;210
5755;2024/2025;4;11;1;210
5756;2024/2025;5;12;1;210
5757;2023/2024;1;15;1;210
5758;2023/2024;2;22;1;210
5759;2023/2024;3;11;1;210
5760;2023/2024;4;11;1;210
5761;2023/2024;5;15;1;210
5762;2025/2026;1;14;1;212
5763;2025/2026;2;14;1;212
5764;2025/2026;3;20;1;212
5765;2024/2025;1;14;1;212
5766;2024/2025;2;20;1;212
5767;2024/2025;3;19;1;212
5768;2023/2024;1;20;1;212
5769;2023/2024;2;20;1;212
5770;2023/2024;3;17;1;212
5771;2025/2026;1;59;3;209
5772;2025/2026;2;62;3;209
5773;2025/2026;3;62;3;209
5774;2025/2026;4;52;3;209
5775;2025/2026;5;60;3;209
5776;2024/2025;1;62;3;209
5777;2024/2025;2;65;3;209
5778;2024/2025;3;50;2;209
5779;2024/2025;4;60;3;209
5780;2024/2025;5;64;3;209
5781;2023/2024;1;63;3;209
5782;2023/2024;2;49;2;209
5783;2023/2024;3;60;3;209
5784;2023/2024;4;59;3;209
5785;2023/2024;5;56;3;209
5786;2025/2026;1;66;3;211
5787;2025/2026;2;63;3;211
5788;2025/2026;3;55;3;211
5789;2024/2025;1;60;3;211
5790;2024/2025;2;54;3;211
5791;2024/2025;3;73;3;211
5792;2023/2024;1;54;3;211
5793;2023/2024;2;70;3;211
5794;2023/2024;3;71;3;211
5795;2025/2026;0;46;0;707
5796;2024/2025;0;47;0;707
5797;2023/2024;0;52;0;707
5798;2025/2026;0;115;0;688
5799;2024/2025;0;119;0;688
5800;2023/2024;0;115;0;688
5801;2025/2026;0;32;0;616
5802;2024/2025;0;40;0;616
5803;2023/2024;0;34;0;616
5804;2025/2026;0;7;0;587
